segment_name,confidence_assessment,pydub_avg_loudness_dBFS,pydub_silence_%,librosa_avg_RMS,librosa_silence_%,librosa_avg_pitch_Hz,WebRTC_VAD_speech_%,WebRTC_VAD_silence_%,parselmouth_mean_pitch_Hz,parselmouth_jitter,parselmouth_shimmer,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise,openface_dominant_emotion_approx,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad,mediapipe_left_hand_variability,mediapipe_right_hand_variability,mediapipe_avg_hand_movement_amplitude,mediapipe_valid_frames_analyzed,mediapipe_total_frames,mediapipe_coverage_%,wpm
iG9CE55wbtY_seg028,3.0,-28.19,24.68,0.0608000010251998,15.21,1609.030029296875,79.46,20.54,131.04,0.0363,0.1149,0.00528,1e-05,0.02822,9e-05,32.0,angry,56.2,0.0,6.2,9.4,6.2,21.9,0.0,angry,0.131,0.086,0.251,0.047,0.415,0.254,0.078,0.807,0.129,0.225,0.215,0.754,0.083,0.12,0.345,0.286,0.196,0.129,0.217,0.251,0.215,0.00288,0.00021,0.1882,43.0,933.0,4.6,273.69
iG9CE55wbtY_seg029,4.0,-30.35,33.55,0.0513000003993511,19.24,1662.8299560546875,77.57,22.43,137.72,0.0364,0.1184,0.00469,1e-05,0.03609,7e-05,31.0,angry,58.1,0.0,19.4,9.7,0.0,9.7,3.2,surprised,0.334,0.184,0.33,0.067,0.41,0.111,0.059,1.255,0.205,0.336,0.137,0.503,0.153,0.169,0.348,0.409,0.112,0.205,0.517,0.33,0.137,,,,,,,203.59
iG9CE55wbtY_seg030,4.0,-24.65,13.62,0.0759000033140182,4.64,1841.010009765625,89.8,10.2,128.15,0.0343,0.1187,0.00427,1e-05,0.03261,0.00011,30.0,angry,40.0,0.0,13.3,16.7,3.3,26.7,0.0,surprised,0.136,0.082,0.166,0.033,0.32,0.126,0.044,0.671,0.148,0.212,0.13,0.641,0.054,0.168,0.305,0.395,0.094,0.148,0.218,0.166,0.13,0.01014,0.00261,0.32708,37.0,900.0,4.1,161.95
iG9CE55wbtY_seg031,4.0,-27.23,21.9,0.0631000027060508,12.3,1723.1700439453125,84.79,15.21,138.88,0.0314,0.1052,0.00904,6e-05,0.03252,8e-05,31.0,angry,35.5,0.0,22.6,16.1,3.2,22.6,0.0,surprised,0.238,0.131,0.207,0.046,0.512,0.239,0.071,1.233,0.137,0.339,0.165,0.497,0.129,0.217,0.547,0.805,0.282,0.137,0.369,0.207,0.165,,,,,,,178.61
iG9CE55wbtY_seg032,4.0,-28.81,29.62,0.0593999996781349,13.92,1735.5999755859375,74.45,25.55,134.62,0.033,0.1019,0.00416,1e-05,0.0365,7e-05,32.0,angry,46.9,0.0,6.2,12.5,3.1,31.2,0.0,angry,0.182,0.152,0.386,0.096,0.374,0.161,0.079,0.852,0.196,0.212,0.095,0.909,0.153,0.131,0.441,0.336,0.185,0.196,0.335,0.386,0.095,0.02183,0.05024,0.39828,14.0,941.0,1.5,175.96
jMVAgCPYYHY_seg000,3.0,-32.76,43.44,0.0680000036954879,34.03,1747.5699462890625,71.54,28.46,181.73,0.0267,0.1049,0.01061,9e-05,0.02551,0.00014,28.0,neutral,3.6,0.0,7.1,28.6,46.4,14.3,0.0,surprised,0.454,0.191,0.458,0.113,0.613,0.823,0.095,0.561,0.238,0.258,0.613,0.936,0.197,0.271,0.581,0.87,0.285,0.238,0.644,0.458,0.613,0.02284,0.04869,0.28949,415.0,822.0,50.5,126.02
jMVAgCPYYHY_seg001,2.0,-29.85,33.53,0.0764999985694885,25.65,1779.8199462890625,79.68,20.32,181.22,0.0254,0.1108,0.01255,0.00011,0.02423,5e-05,27.0,sad,7.4,0.0,22.2,22.2,18.5,29.6,0.0,sad,0.335,0.171,0.548,0.114,0.568,0.799,0.075,0.641,0.279,0.311,0.569,1.09,0.171,0.321,0.552,0.803,0.155,0.279,0.506,0.548,0.569,0.01592,0.03802,0.19838,304.0,808.0,37.6,137.21
jMVAgCPYYHY_seg002,2.0,-27.86,27.51,0.0842000022530555,20.31,1692.1099853515625,83.54,16.46,173.08,0.0276,0.1099,0.01066,7e-05,0.02408,5e-05,25.0,neutral,8.0,0.0,12.0,24.0,36.0,20.0,0.0,surprised,0.376,0.141,0.363,0.083,0.65,0.716,0.079,0.688,0.414,0.556,0.466,0.697,0.14,0.312,0.634,0.677,0.259,0.414,0.517,0.363,0.466,0.02062,0.03369,0.30895,490.0,739.0,66.3,149.95
jMVAgCPYYHY_seg003,1.0,-28.89,28.38,0.0784000009298324,21.46,1668.0799560546875,80.77,19.23,166.96,0.0274,0.1151,0.01731,0.00024,0.03121,0.00017,25.0,sad,12.0,0.0,12.0,20.0,20.0,36.0,0.0,sad,0.308,0.083,0.38,0.118,0.526,0.731,0.188,0.57,0.228,0.373,0.696,1.083,0.17,0.257,0.68,0.68,0.281,0.228,0.391,0.38,0.696,0.02209,0.02204,0.22863,345.0,726.0,47.5,140.64
jMVAgCPYYHY_seg006,2.0,-29.25,31.89,0.0747999995946884,22.4,1777.8699951171875,81.94,18.06,169.24,0.0294,0.1231,0.01364,0.00012,0.027,9e-05,26.0,happy,19.2,0.0,7.7,30.8,23.1,19.2,0.0,surprised,0.543,0.214,0.314,0.141,0.804,0.873,0.152,0.73,0.422,0.251,0.382,0.981,0.201,0.38,0.654,0.891,0.227,0.422,0.758,0.314,0.382,0.01898,0.0252,0.23077,671.0,773.0,86.8,165.63
jMVAgCPYYHY_seg007,2.0,-29.1,32.45,0.0822999998927116,24.87,1645.4300537109375,78.91,21.09,195.62,0.029,0.116,0.00861,7e-05,0.02238,3e-05,25.0,fear,12.0,0.0,28.0,24.0,16.0,16.0,4.0,surprised,0.3,0.204,0.105,0.061,0.296,0.692,0.106,0.65,0.167,0.175,0.392,0.698,0.183,0.22,0.503,0.599,0.129,0.167,0.504,0.105,0.392,0.00749,0.0189,0.18508,665.0,723.0,92.0,149.2
jMVAgCPYYHY_seg008,1.0,-32.06,37.9,0.067900002002716,30.67,1790.8800048828125,73.8,26.2,172.36,0.0299,0.1193,0.01118,0.00015,0.02454,8e-05,26.0,sad,19.2,0.0,3.8,19.2,23.1,34.6,0.0,surprised,0.177,0.122,0.264,0.053,0.685,1.019,0.047,0.298,0.065,0.127,0.236,0.466,0.091,0.338,0.399,0.598,0.237,0.065,0.3,0.264,0.236,0.00722,0.04824,0.30602,527.0,753.0,70.0,116.63
jMVAgCPYYHY_seg009,2.0,-26.38,24.67,0.0903000012040138,16.04,1650.8699951171875,85.78,14.22,185.87,0.0272,0.1143,0.00795,5e-05,0.02111,2e-05,25.0,happy,12.0,0.0,0.0,32.0,28.0,28.0,0.0,surprised,0.473,0.2,0.338,0.113,0.452,0.655,0.116,0.679,0.216,0.272,0.568,0.681,0.194,0.413,0.588,0.791,0.183,0.216,0.673,0.338,0.568,0.02412,0.01328,0.22914,458.0,729.0,62.8,205.26
jMVAgCPYYHY_seg010,3.0,-30.23,34.5,0.0746000036597251,26.42,1656.7099609375,78.12,21.88,192.08,0.0297,0.1033,0.01875,0.00023,0.03454,0.00012,25.0,neutral,24.0,0.0,8.0,8.0,36.0,24.0,0.0,sad,0.474,0.163,0.468,0.065,0.551,0.63,0.114,0.413,0.109,0.122,0.727,0.797,0.234,0.322,0.696,0.773,0.298,0.109,0.638,0.468,0.727,0.02243,0.04931,0.15948,277.0,750.0,36.9,145.78
jMVAgCPYYHY_seg011,2.0,-31.3,36.76,0.0719000026583671,29.81,1724.81005859375,75.49,24.51,179.87,0.0334,0.1139,0.01619,0.0002,0.03311,0.0001,26.0,happy,7.7,0.0,19.2,30.8,23.1,19.2,0.0,surprised,0.484,0.169,0.347,0.064,0.579,0.94,0.125,0.715,0.272,0.305,0.377,0.989,0.214,0.336,0.643,0.767,0.312,0.272,0.654,0.347,0.377,0.02444,0.08984,0.26378,491.0,769.0,63.8,179.55
jMVAgCPYYHY_seg014,2.0,-28.88,28.43,0.0808999985456466,22.44,1704.4599609375,79.59,20.41,181.72,0.0267,0.1114,0.01288,0.00015,0.02832,2e-05,25.0,happy,28.0,0.0,16.0,28.0,8.0,16.0,4.0,surprised,0.391,0.226,0.377,0.158,0.577,1.216,0.101,0.515,0.202,0.081,0.563,0.689,0.198,0.251,0.576,0.77,0.214,0.202,0.617,0.377,0.563,0.01673,0.01893,0.1681,568.0,733.0,77.5,186.4
jMVAgCPYYHY_seg015,2.0,-34.33,43.29,0.0612999983131885,39.53,1719.52001953125,66.7,33.3,166.93,0.0311,0.117,0.01522,0.00019,0.02835,0.00012,27.0,neutral,11.1,3.7,3.7,11.1,37.0,33.3,0.0,sad,0.302,0.141,0.294,0.063,0.467,0.598,0.121,0.25,0.079,0.126,0.588,0.762,0.123,0.522,0.538,0.831,0.231,0.079,0.442,0.294,0.588,0.01291,0.01306,0.16295,288.0,785.0,36.7,165.09
jMVAgCPYYHY_seg016,2.0,-29.91,30.26,0.0711999982595443,23.55,1611.530029296875,80.79,19.21,152.47,0.0276,0.1244,0.01673,0.00032,0.03186,9e-05,25.0,sad,24.0,0.0,24.0,4.0,24.0,24.0,0.0,surprised,0.305,0.133,0.371,0.07,0.562,0.802,0.075,0.301,0.108,0.105,0.384,0.776,0.122,0.345,0.626,0.735,0.277,0.108,0.438,0.371,0.384,0.0426,0.00629,0.19845,216.0,727.0,29.7,178.16
jQ95xlZeHo8_seg000,3.0,-33.88,35.76,0.0388999991118907,20.84,1492.949951171875,86.16,13.84,234.07,0.0169,0.0772,0.0054,1e-05,0.0135,0.0,31.0,neutral,0.0,0.0,9.7,3.2,64.5,22.6,0.0,angry,0.192,0.112,0.507,0.06,0.396,0.211,0.055,0.395,0.313,0.52,0.122,0.424,0.104,0.123,0.499,0.323,0.233,0.313,0.304,0.507,0.122,0.00511,0.0049,0.32491,671.0,903.0,74.3,157.32
jQ95xlZeHo8_seg001,3.0,-34.37,34.72,0.0381000004708766,25.15,1528.9000244140625,83.48,16.52,235.2,0.0196,0.0793,0.00636,2e-05,0.01466,0.0,34.0,neutral,0.0,0.0,2.9,32.4,32.4,32.4,0.0,happy,0.104,0.05,0.132,0.04,0.23,0.145,0.037,0.249,0.238,0.37,0.08,0.253,0.065,0.072,0.424,0.251,0.134,0.238,0.154,0.132,0.08,0.01176,0.01351,0.26094,788.0,1008.0,78.2,148.17
jQ95xlZeHo8_seg002,3.0,-36.37,43.38,0.0318999998271465,29.16,1631.1199951171875,78.68,21.32,232.01,0.0206,0.0861,0.0068,3e-05,0.01391,0.0,36.0,sad,25.0,0.0,13.9,8.3,8.3,41.7,2.8,angry,0.236,0.147,0.507,0.047,0.423,0.346,0.089,0.36,0.418,0.333,0.212,0.468,0.12,0.152,0.402,0.341,0.13,0.418,0.383,0.507,0.212,0.01401,0.01625,0.18553,997.0,1064.0,93.7,136.98
jQ95xlZeHo8_seg003,3.0,-32.44,27.83,0.0412000007927417,17.31,1437.969970703125,89.98,10.02,227.36,0.0208,0.0891,0.0,0.0,0.0,0.0,31.0,sad,0.0,0.0,25.8,9.7,0.0,64.5,0.0,sad,0.037,0.012,0.086,0.015,0.089,0.074,0.02,0.165,0.056,0.045,0.166,0.172,0.024,0.078,0.139,0.11,0.066,0.056,0.048,0.086,0.166,0.00018,0.00024,0.02887,662.0,925.0,71.6,217.83
jQ95xlZeHo8_seg004,3.0,-32.37,29.28,0.0447000004351139,19.84,1520.0999755859375,88.02,11.98,238.23,0.0196,0.0885,0.00723,2e-05,0.01595,0.0,31.0,sad,9.7,0.0,0.0,9.7,38.7,41.9,0.0,happy,0.174,0.138,0.436,0.09,0.463,0.324,0.066,0.38,0.634,0.509,0.253,0.52,0.09,0.096,0.816,0.623,0.17,0.634,0.313,0.436,0.253,0.00136,0.0022,0.18069,509.0,909.0,56.0,188.06
jQ95xlZeHo8_seg005,2.0,-32.9,33.12,0.0421999990940094,22.16,1535.06005859375,82.85,17.15,236.95,0.02,0.0807,0.00711,5e-05,0.01495,1e-05,31.0,happy,3.2,0.0,9.7,32.3,29.0,25.8,0.0,sad,0.167,0.156,0.32,0.1,0.537,0.59,0.112,0.665,0.571,0.523,0.684,0.761,0.193,0.244,0.747,0.534,0.193,0.571,0.323,0.32,0.684,0.01452,0.01646,0.18102,918.0,923.0,99.5,190.97
jQ95xlZeHo8_seg006,2.0,-34.98,34.82,0.0309999994933605,22.59,1486.6099853515625,86.94,13.06,223.38,0.0206,0.09,0.00299,1e-05,0.0165,0.0,32.0,sad,15.6,0.0,12.5,6.2,12.5,53.1,0.0,sad,0.172,0.118,0.315,0.04,0.195,0.305,0.039,0.436,0.282,0.483,0.32,0.484,0.165,0.069,0.652,0.486,0.122,0.282,0.291,0.315,0.32,0.01479,0.0302,0.31546,715.0,937.0,76.3,205.51
jQ95xlZeHo8_seg007,3.0,-34.31,36.04,0.036200001835823,22.15,1567.93994140625,86.18,13.82,249.87,0.0182,0.0815,0.0066,3e-05,0.01507,0.0,34.0,angry,50.0,0.0,23.5,8.8,8.8,8.8,0.0,happy,0.107,0.075,0.167,0.038,0.386,0.264,0.038,0.406,0.444,0.357,0.095,0.349,0.074,0.087,0.449,0.346,0.116,0.444,0.182,0.167,0.095,0.00875,0.00956,0.13423,885.0,996.0,88.9,162.55
jQ95xlZeHo8_seg008,2.0,-35.11,37.58,0.0335999988019466,22.81,1618.969970703125,87.13,12.87,245.69,0.0187,0.0814,0.00351,1e-05,0.01706,0.0,33.0,sad,27.3,0.0,0.0,0.0,6.1,63.6,3.0,sad,0.123,0.098,0.334,0.055,0.258,0.43,0.054,0.375,0.329,0.381,1.028,0.417,0.111,0.117,0.599,0.432,0.166,0.329,0.221,0.334,1.028,0.0137,0.00776,0.20998,869.0,965.0,90.1,182.78
jQ95xlZeHo8_seg009,3.0,-35.53,36.96,0.0307000000029802,23.79,1551.72998046875,85.94,14.06,227.41,0.02,0.0873,0.00522,2e-05,0.01658,0.0,31.0,neutral,6.5,0.0,0.0,6.5,45.2,41.9,0.0,happy,0.289,0.134,0.232,0.055,0.459,0.319,0.191,0.393,0.479,0.536,0.306,0.837,0.339,0.236,0.781,0.453,0.198,0.479,0.422,0.232,0.306,0.00837,0.00816,0.30105,908.0,909.0,99.9,190.1
Ks-_Mh1QhMc_seg000,3.0,-26.58,14.01,0.0610000006854534,3.06,1801.719970703125,88.27,11.73,246.26,0.019,0.0989,0.01942,0.00016,0.02802,2e-05,26.0,fear,11.5,0.0,30.8,15.4,23.1,19.2,0.0,angry,0.258,0.12,0.875,0.078,0.204,0.492,0.2,0.748,0.485,0.203,0.305,0.74,0.215,0.297,0.587,0.643,0.192,0.485,0.378,0.875,0.305,0.00415,0.01111,0.18515,283.0,767.0,36.9,173.94
Ks-_Mh1QhMc_seg003,1.0,-25.22,8.6,0.065200001001358,1.48,1764.3299560546875,98.37,1.63,249.21,0.0204,0.1017,0.01174,4e-05,0.01681,1e-05,27.0,sad,0.0,0.0,18.5,33.3,3.7,44.4,0.0,angry,0.28,0.128,0.819,0.116,0.289,0.693,0.092,0.945,0.532,0.315,0.365,0.846,0.264,0.328,0.626,0.675,0.265,0.532,0.408,0.819,0.365,0.00286,0.00315,0.23552,783.0,783.0,100.0,203.0
Ks-_Mh1QhMc_seg004,3.0,-26.22,16.83,0.0635000020265579,4.32,1760.489990234375,93.98,6.02,249.89,0.0197,0.103,0.01081,3e-05,0.0163,1e-05,27.0,sad,7.4,0.0,25.9,25.9,7.4,33.3,0.0,angry,0.162,0.092,0.565,0.055,0.211,0.387,0.121,0.813,0.4,0.186,0.344,0.663,0.236,0.172,0.476,0.486,0.199,0.4,0.254,0.565,0.344,0.00717,0.00917,0.16675,665.0,785.0,84.7,181.47
Ks-_Mh1QhMc_seg005,2.0,-23.91,11.73,0.0816999971866607,3.67,1766.3399658203125,94.04,5.96,261.7,0.0192,0.1007,0.02841,0.00035,0.04106,0.00012,26.0,neutral,11.5,0.0,15.4,15.4,38.5,15.4,3.8,angry,0.419,0.236,1.184,0.134,0.552,1.205,0.192,1.545,1.014,0.63,0.338,1.262,0.28,0.407,0.755,0.614,0.444,1.014,0.654,1.184,0.338,0.00362,0.00354,0.21991,110.0,767.0,14.3,168.13
Ks-_Mh1QhMc_seg006,2.0,-27.32,17.53,0.0604000017046928,9.02,1735.6800537109375,92.49,7.51,242.67,0.0194,0.1052,0.01094,4e-05,0.01648,0.0,26.0,happy,11.5,0.0,7.7,34.6,11.5,34.6,0.0,angry,0.271,0.167,0.68,0.086,0.355,0.666,0.12,1.08,0.549,0.247,0.432,1.077,0.247,0.204,0.589,0.741,0.235,0.549,0.438,0.68,0.432,0.00983,0.00851,0.18559,432.0,769.0,56.2,169.65
Ks-_Mh1QhMc_seg009,3.0,-26.78,18.21,0.0641999989748001,7.97,1714.5999755859375,91.95,8.05,256.62,0.0185,0.1002,0.01122,5e-05,0.01548,1e-05,27.0,angry,33.3,0.0,18.5,14.8,3.7,29.6,0.0,sad,0.187,0.143,0.365,0.079,0.202,0.413,0.029,0.499,0.243,0.17,0.369,1.103,0.087,0.041,0.884,0.475,0.245,0.243,0.329,0.365,0.369,0.00457,0.00371,0.29987,411.0,782.0,52.6,191.75
Ks-_Mh1QhMc_seg010,2.0,-28.2,17.78,0.0529000014066696,6.91,1769.1300048828125,92.36,7.64,245.7,0.0197,0.1004,0.01094,4e-05,0.0172,1e-05,27.0,happy,3.7,0.0,22.2,29.6,18.5,25.9,0.0,angry,0.285,0.174,0.649,0.11,0.314,0.872,0.122,0.819,0.465,0.329,0.229,0.704,0.182,0.266,0.599,0.616,0.269,0.465,0.46,0.649,0.229,0.00915,0.00635,0.27156,785.0,785.0,100.0,238.78
Ks-_Mh1QhMc_seg011,2.0,-28.37,19.12,0.0496999993920326,6.64,1826.6400146484373,92.74,7.26,254.14,0.0215,0.1033,0.01026,4e-05,0.01682,1e-05,27.0,neutral,11.1,0.0,11.1,22.2,29.6,25.9,0.0,angry,0.285,0.128,0.727,0.114,0.297,0.742,0.171,0.832,0.497,0.414,0.337,0.871,0.2,0.299,0.54,0.503,0.243,0.497,0.413,0.727,0.337,0.0036,0.00252,0.256,740.0,795.0,93.1,196.16
Ks-_Mh1QhMc_seg013,1.0,-29.55,24.28,0.049600001424551,11.94,1735.06005859375,89.74,10.26,252.62,0.0182,0.102,0.02165,0.00029,0.04015,0.00028,27.0,fear,3.7,0.0,44.4,29.6,0.0,22.2,0.0,angry,0.267,0.119,0.839,0.093,0.293,0.703,0.138,0.991,0.458,0.294,0.234,0.761,0.16,0.171,0.51,0.467,0.247,0.458,0.386,0.839,0.234,0.00409,0.01169,0.19179,291.0,782.0,37.2,172.58
Ks-_Mh1QhMc_seg014,2.0,-29.5,22.44,0.0483999997377395,12.33,1757.449951171875,87.49,12.51,251.68,0.0183,0.1016,0.02115,0.00024,0.04645,5e-05,26.0,sad,26.9,0.0,7.7,11.5,23.1,30.8,0.0,angry,0.224,0.089,0.519,0.076,0.26,0.453,0.098,0.751,0.467,0.271,0.293,0.934,0.321,0.191,0.546,0.412,0.33,0.467,0.312,0.519,0.293,0.00108,0.0029,0.17687,122.0,755.0,16.2,200.6
Ks-_Mh1QhMc_seg015,1.0,-29.61,23.85,0.048599999397993,9.21,1758.1800537109375,91.08,8.92,249.0,0.0204,0.1025,0.02198,0.00025,0.04496,5e-05,28.0,fear,3.6,0.0,42.9,14.3,3.6,32.1,3.6,angry,0.378,0.21,1.293,0.085,0.317,0.815,0.24,0.859,0.393,0.397,0.385,1.04,0.268,0.29,0.681,0.772,0.361,0.393,0.588,1.293,0.385,0.00257,0.00052,0.0564,65.0,816.0,8.0,170.9
Ks-_Mh1QhMc_seg016,3.0,-26.97,15.51,0.0562000013887882,4.6,1748.97998046875,95.05,4.95,253.49,0.018,0.1063,0.01174,5e-05,0.01683,1e-05,27.0,sad,11.1,0.0,22.2,22.2,11.1,33.3,0.0,angry,0.269,0.136,0.811,0.104,0.367,0.98,0.109,0.936,0.527,0.285,0.198,0.591,0.166,0.233,0.469,0.664,0.221,0.527,0.405,0.811,0.198,0.00631,0.00297,0.22532,788.0,788.0,100.0,176.97
Ks-_Mh1QhMc_seg017,2.0,-27.52,16.29,0.0538000017404556,4.68,1774.25,93.37,6.63,256.68,0.0206,0.1042,0.02929,0.0004,0.04624,5e-05,27.0,sad,3.7,0.0,11.1,22.2,18.5,33.3,11.1,angry,0.427,0.222,1.263,0.11,0.356,1.232,0.195,1.215,0.699,0.58,0.237,0.704,0.235,0.252,0.634,0.576,0.357,0.699,0.649,1.263,0.237,0.093,0.08375,0.37553,49.0,781.0,6.3,195.84
Ks-_Mh1QhMc_seg021,2.0,-28.73,20.44,0.0520999990403652,9.84,1809.4100341796875,89.69,10.31,262.42,0.0189,0.095,0.0,0.0,0.0,0.0,27.0,neutral,14.8,0.0,11.1,18.5,48.1,7.4,0.0,happy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00153,0.00089,0.06132,86.0,793.0,10.8,160.73
Ks-_Mh1QhMc_seg022,2.0,-27.8,17.96,0.0551000013947486,7.1,1795.97998046875,92.92,7.08,264.17,0.0199,0.1024,0.02135,0.00024,0.04122,5e-05,27.0,angry,48.1,0.0,7.4,14.8,3.7,25.9,0.0,angry,0.161,0.077,0.86,0.064,0.274,0.58,0.115,0.602,0.422,0.566,0.186,0.402,0.108,0.192,0.327,0.55,0.159,0.422,0.238,0.86,0.186,,,,,,,212.36
Ks-_Mh1QhMc_seg023,2.0,-27.16,16.3,0.0575999990105629,5.4,1718.5799560546875,95.09,4.91,249.08,0.0207,0.1039,0.02255,0.00023,0.04197,5e-05,27.0,sad,0.0,0.0,18.5,14.8,22.2,44.4,0.0,angry,0.352,0.193,0.979,0.102,0.27,0.896,0.112,0.716,0.522,0.493,0.362,0.526,0.308,0.246,0.452,0.509,0.387,0.522,0.545,0.979,0.362,0.00343,0.00527,0.13675,276.0,795.0,34.7,230.12
Ks-_Mh1QhMc_seg024,2.0,-26.01,11.8,0.062399998307228,4.05,1763.3699951171875,95.52,4.48,259.3,0.0203,0.1064,0.00712,1e-05,0.02969,0.00015,27.0,sad,11.1,0.0,7.4,3.7,29.6,48.1,0.0,surprised,0.164,0.017,0.089,0.018,0.015,0.02,0.072,0.094,0.106,0.014,0.069,0.86,0.036,0.055,0.303,0.394,0.175,0.106,0.181,0.089,0.069,0.00281,0.00449,0.25118,310.0,803.0,38.6,235.29
Ks-_Mh1QhMc_seg026,2.0,-27.48,16.23,0.0548000000417232,6.42,1803.239990234375,95.9,4.1,261.45,0.0205,0.1078,0.01432,7e-05,0.01653,1e-05,26.0,sad,7.7,0.0,7.7,15.4,15.4,53.8,0.0,surprised,0.2,0.186,0.349,0.056,0.234,0.559,0.048,0.553,0.335,0.225,0.117,0.481,0.116,0.088,0.405,0.425,0.113,0.335,0.387,0.349,0.117,0.00721,0.01959,0.28301,405.0,768.0,52.7,208.92
Ks-_Mh1QhMc_seg027,3.0,-27.95,19.16,0.0535999983549118,8.05,1812.2099609375,94.34,5.66,265.75,0.0214,0.102,0.01256,4e-05,0.01641,1e-05,26.0,sad,11.5,0.0,15.4,0.0,7.7,65.4,0.0,angry,0.045,0.017,0.154,0.025,0.086,0.171,0.034,0.173,0.138,0.066,0.07,0.197,0.074,0.062,0.127,0.139,0.045,0.138,0.063,0.154,0.07,0.01169,0.01382,0.22299,192.0,768.0,25.0,205.01
Ks-_Mh1QhMc_seg028,2.0,-29.11,22.44,0.0502999983727932,9.63,1769.7099609375,91.17,8.83,234.05,0.0192,0.1004,0.02251,0.00034,0.03603,0.00017,26.0,sad,7.7,0.0,11.5,26.9,15.4,34.6,3.8,angry,0.401,0.232,1.198,0.178,0.377,0.88,0.263,1.001,0.619,0.55,0.302,0.824,0.25,0.245,0.612,0.643,0.349,0.619,0.633,1.198,0.302,0.01297,0.01409,0.21424,198.0,756.0,26.2,226.12
Ks-_Mh1QhMc_seg029,3.0,-28.23,19.0,0.050500001758337,6.69,1802.1800537109373,91.77,8.23,240.27,0.0228,0.0994,0.03238,0.00051,0.05617,7e-05,27.0,sad,3.7,0.0,14.8,22.2,22.2,33.3,3.7,angry,0.346,0.215,1.621,0.091,0.495,1.285,0.277,1.178,0.788,0.805,0.312,0.789,0.237,0.309,0.619,0.71,0.467,0.788,0.561,1.621,0.312,,,,,,,229.98
Ks-_Mh1QhMc_seg030,3.0,-28.53,19.08,0.048700001090765,5.63,1771.47998046875,95.55,4.45,233.83,0.0214,0.1146,0.03692,0.00067,0.05692,0.00011,26.0,neutral,0.0,0.0,19.2,15.4,34.6,26.9,3.8,angry,0.324,0.167,1.545,0.129,0.627,1.513,0.358,1.344,1.026,1.224,0.461,0.864,0.38,0.307,0.854,0.718,0.374,1.026,0.491,1.545,0.461,,,,,,,219.58
Ks-_Mh1QhMc_seg031,3.0,-26.84,14.43,0.0575999990105629,4.31,1807.6500244140625,95.46,4.54,264.62,0.021,0.1077,0.04541,0.00081,0.05677,7e-05,26.0,fear,3.8,0.0,57.7,15.4,11.5,11.5,0.0,angry,0.315,0.199,1.35,0.161,0.664,1.476,0.207,1.482,1.056,0.959,0.293,0.777,0.291,0.31,0.682,0.655,0.327,1.056,0.514,1.35,0.293,0.00051,0.00028,0.14737,9.0,760.0,1.2,250.58
Ks-_Mh1QhMc_seg032,0.0,-34.19,37.94,0.0399000011384487,26.36,1842.1099853515625,76.25,23.75,240.4,0.0215,0.1108,0.0381,0.00061,0.04719,0.00029,26.0,sad,0.0,0.0,23.1,19.2,19.2,34.6,3.8,angry,0.271,0.171,1.174,0.114,0.642,1.292,0.228,1.646,0.949,0.779,0.45,1.264,0.306,0.328,0.86,0.564,0.564,0.949,0.442,1.174,0.45,0.00376,0.00494,0.1939,268.0,777.0,34.5,189.13
Ks-_Mh1QhMc_seg033,0.0,-23.09,6.5,0.0798000022768974,1.22,1944.3699951171875,98.23,1.77,314.12,0.0181,0.1097,0.04753,0.00088,0.05346,9e-05,27.0,happy,0.0,0.0,11.1,44.4,22.2,22.2,0.0,angry,0.264,0.218,1.435,0.167,1.078,2.016,0.152,1.576,1.396,1.465,0.301,0.937,0.334,0.415,0.673,0.73,0.517,1.396,0.481,1.435,0.301,,,,,,,197.21
Ks-_Mh1QhMc_seg035,3.0,-26.64,15.53,0.062399998307228,6.24,1805.300048828125,91.98,8.02,272.47,0.0171,0.0974,0.0364,0.00051,0.0535,6e-05,27.0,sad,7.4,0.0,14.8,18.5,22.2,37.0,0.0,angry,0.25,0.161,1.346,0.093,0.44,1.199,0.11,1.24,0.812,0.756,0.161,0.679,0.203,0.229,0.538,0.468,0.342,0.812,0.41,1.346,0.161,0.10913,0.16454,0.72096,7.0,804.0,0.9,212.62
ldq6wKtQzU8_seg001,3.0,-28.75,24.62,0.0802000015974044,19.22,1412.0899658203125,86.33,13.67,224.88,0.0248,0.0895,0.00707,3e-05,0.01706,4e-05,26.0,sad,3.8,0.0,23.1,7.7,26.9,38.5,0.0,surprised,0.393,0.28,0.046,0.073,0.034,0.291,0.102,0.022,0.279,0.186,0.075,0.366,0.049,0.121,0.368,0.301,0.075,0.279,0.673,0.046,0.075,0.00564,0.00554,0.29172,428.0,779.0,54.9,72.02
